#t, E mean, E/N mean, M mean, M/N mean, M2 mean, M2/N mean
4399, -960.74, -0.96074, -7.88, -0.00788, 50394, 50.394
4400, -961.02, -0.96102, -5.74, -0.00574, 51076.5, 51.0765
4401, -961.46, -0.96146, -5.2, -0.0052, 51085, 51.085
4402, -961.62, -0.96162, -6.24, -0.00624, 50949.9, 50.9499
4403, -961.62, -0.96162, -4.98, -0.00498, 51181.5, 51.1815
4404, -961.66, -0.96166, -1.98, -0.00198, 51581.1, 51.5811
4405, -962.14, -0.96214, -2.74, -0.00274, 50832.3, 50.8323
4406, -962.14, -0.96214, -4.08, -0.00408, 50533.8, 50.5338
4407, -962.1, -0.9621, -5.42, -0.00542, 49802.1, 49.8021
4408, -962.54, -0.96254, -6.9, -0.0069, 50650.8, 50.6508
4409, -962.62, -0.96262, -6.22, -0.00622, 51056.8, 51.0568
4410, -962.9, -0.9629, -6.86, -0.00686, 51531.6, 51.5316
4411, -962.74, -0.96274, -5.36, -0.00536, 50793.3, 50.7933
4412, -962.62, -0.96262, -5.14, -0.00514, 51335.6, 51.3356
4413, -962.54, -0.96254, -6.3, -0.0063, 50918, 50.918
4414, -962.66, -0.96266, -7.2, -0.0072, 51836.3, 51.8363
4415, -963.06, -0.96306, -5.98, -0.00598, 51065.9, 51.0659
4416, -963.06, -0.96306, -5.78, -0.00578, 51063.2, 51.0632
4417, -962.78, -0.96278, -8.2, -0.0082, 51561.8, 51.5618
4418, -962.98, -0.96298, -9.12, -0.00912, 51601.6, 51.6016
4419, -962.86, -0.96286, -6.78, -0.00678, 51312.4, 51.3124
4420, -962.82, -0.96282, -7.72, -0.00772, 50490.8, 50.4908
4421, -962.86, -0.96286, -6.92, -0.00692, 50413.8, 50.4138
4422, -962.3, -0.9623, -7.48, -0.00748, 49861.5, 49.8615
4423, -962.06, -0.96206, -8.7, -0.0087, 49059.1, 49.0591
4424, -961.9, -0.9619, -10.64, -0.01064, 48616.6, 48.6166
4425, -961.94, -0.96194, -10.02, -0.01002, 48744.8, 48.7448
4426, -961.94, -0.96194, -8.26, -0.00826, 47994.4, 47.9944
4427, -961.54, -0.96154, -7.46, -0.00746, 47542.4, 47.5424
4428, -961.3, -0.9613, -6.8, -0.0068, 48381.5, 48.3815
4429, -961.66, -0.96166, -6.92, -0.00692, 48319.9, 48.3199
4430, -961.86, -0.96186, -7.9, -0.0079, 48352.8, 48.3528
4431, -961.34, -0.96134, -7.82, -0.00782, 48711.3, 48.7113
4432, -961.38, -0.96138, -8.86, -0.00886, 48744, 48.744
4433, -960.9, -0.9609, -5.66, -0.00566, 49292.4, 49.2924
4434, -961.06, -0.96106, -4.7, -0.0047, 48666.1, 48.6661
4435, -961.66, -0.96166, -3.66, -0.00366, 49109.6, 49.1096
4436, -961.34, -0.96134, -6.06, -0.00606, 49278.9, 49.2789
4437, -961.1, -0.9611, -6.72, -0.00672, 49284.8, 49.2848
4438, -961.18, -0.96118, -5.86, -0.00586, 48853.3, 48.8533
4439, -961.34, -0.96134, -6.98, -0.00698, 48710.4, 48.7104
4440, -961.38, -0.96138, -6.72, -0.00672, 48247.7, 48.2477
4441, -961.5, -0.9615, -6.92, -0.00692, 48106.2, 48.1062
4442, -961.94, -0.96194, -6.16, -0.00616, 48256.2, 48.2562
4443, -962.02, -0.96202, -7.08, -0.00708, 48201.3, 48.2013
4444, -962.3, -0.9623, -7.02, -0.00702, 48142.2, 48.1422
4445, -962.58, -0.96258, -5.78, -0.00578, 47938.5, 47.9385
4446, -962.46, -0.96246, -4.84, -0.00484, 48548.2, 48.5482
4447, -961.74, -0.96174, -4.66, -0.00466, 47979.9, 47.9799
4448, -961.82, -0.96182, -5.38, -0.00538, 48532.4, 48.5324
4449, -961.7, -0.9617, -4.4, -0.0044, 48739, 48.739
4450, -961.7, -0.9617, -4.32, -0.00432, 49153.3, 49.1533
4451, -961.7, -0.9617, -4.72, -0.00472, 49527.8, 49.5278
4452, -961.98, -0.96198, -3.5, -0.0035, 49551.6, 49.5516
4453, -961.9, -0.9619, -1.5, -0.0015, 49517.8, 49.5178
4454, -961.82, -0.96182, -3.74, -0.00374, 49718.4, 49.7184
4455, -962.02, -0.96202, -4.44, -0.00444, 49499.9, 49.4999
4456, -961.78, -0.96178, -6.28, -0.00628, 48406.3, 48.4063
4457, -962.06, -0.96206, -6.72, -0.00672, 48939.2, 48.9392
4458, -961.86, -0.96186, -8.3, -0.0083, 49479.5, 49.4795
4459, -961.5, -0.9615, -8.28, -0.00828, 49327.6, 49.3276
4460, -962.06, -0.96206, -9.3, -0.0093, 49411.7, 49.4117
4461, -962.34, -0.96234, -7.5, -0.0075, 49692, 49.692
4462, -962.22, -0.96222, -7.3, -0.0073, 50199.4, 50.1994
4463, -962.02, -0.96202, -6.82, -0.00682, 51662, 51.662
4464, -961.94, -0.96194, -7.12, -0.00712, 52165.7, 52.1657
4465, -961.78, -0.96178, -7.76, -0.00776, 52539.6, 52.5396
4466, -961.62, -0.96162, -7.28, -0.00728, 52647.8, 52.6478
4467, -961.9, -0.9619, -8.18, -0.00818, 52324.9, 52.3249
4468, -962.22, -0.96222, -6.88, -0.00688, 52180.2, 52.1802
4469, -962.5, -0.9625, -7.56, -0.00756, 52267, 52.267
4470, -962.18, -0.96218, -7.98, -0.00798, 51505.2, 51.5052
4471, -962.1, -0.9621, -9.24, -0.00924, 51686.6, 51.6866
4472, -962.38, -0.96238, -8.98, -0.00898, 51958, 51.958
4473, -962.5, -0.9625, -6.86, -0.00686, 52189.6, 52.1896
4474, -962.86, -0.96286, -9.68, -0.00968, 53016.1, 53.0161
4475, -962.94, -0.96294, -9.7, -0.0097, 53535.2, 53.5352
4476, -962.54, -0.96254, -9.12, -0.00912, 53741, 53.741
4477, -962.38, -0.96238, -9.4, -0.0094, 53448.4, 53.4484
4478, -962.1, -0.9621, -8.1, -0.0081, 54100.3, 54.1003
4479, -962.1, -0.9621, -7.76, -0.00776, 52990.2, 52.9902
4480, -962.34, -0.96234, -7.52, -0.00752, 53030.6, 53.0306
4481, -962.5, -0.9625, -7.92, -0.00792, 53435.8, 53.4358
4482, -962.42, -0.96242, -9.58, -0.00958, 52889.3, 52.8893
4483, -962.58, -0.96258, -10, -0.01, 52099.5, 52.0995
4484, -962.38, -0.96238, -9.08, -0.00908, 51707.3, 51.7073
4485, -962.7, -0.9627, -10.36, -0.01036, 50712.2, 50.7122
4486, -963.02, -0.96302, -10.78, -0.01078, 50506.1, 50.5061
4487, -962.86, -0.96286, -12.02, -0.01202, 50817, 50.817
4488, -962.82, -0.96282, -10.62, -0.01062, 51437.5, 51.4375
4489, -963.26, -0.96326, -10.7, -0.0107, 50990.4, 50.9904
4490, -962.86, -0.96286, -10.34, -0.01034, 51597.2, 51.5972
4491, -962.74, -0.96274, -13.02, -0.01302, 52072.6, 52.0726
4492, -963.02, -0.96302, -12.72, -0.01272, 51649.4, 51.6494
4493, -962.7, -0.9627, -13.62, -0.01362, 51674.4, 51.6744
4494, -963.06, -0.96306, -13, -0.013, 53176.9, 53.1769
4495, -963.62, -0.96362, -13.98, -0.01398, 53028.8, 53.0288
4496, -963.7, -0.9637, -14.14, -0.01414, 52618.9, 52.6189
4497, -963.54, -0.96354, -10.68, -0.01068, 53087.6, 53.0876
4498, -963.74, -0.96374, -10.6, -0.0106, 53377.8, 53.3778
4499, -963.18, -0.96318, -10.36, -0.01036, 53556.8, 53.5568
4500, -963.74, -0.96374, -9.32, -0.00932, 53541.1, 53.5411
4501, -964.18, -0.96418, -9.2, -0.0092, 54067.4, 54.0674
4502, -964.22, -0.96422, -6.66, -0.00666, 53960.2, 53.9602
4503, -963.5, -0.9635, -9.02, -0.00902, 53480.4, 53.4804
4504, -963.7, -0.9637, -8.92, -0.00892, 54128.6, 54.1286
4505, -963.7, -0.9637, -8.02, -0.00802, 53615.6, 53.6156
4506, -963.62, -0.96362, -7.68, -0.00768, 53456.8, 53.4568
4507, -963.62, -0.96362, -9.22, -0.00922, 53848, 53.848
4508, -963.78, -0.96378, -11.48, -0.01148, 53885.5, 53.8855
4509, -963.7, -0.9637, -11.48, -0.01148, 53254.8, 53.2548
4510, -963.38, -0.96338, -10.34, -0.01034, 53121.1, 53.1211
4511, -963.42, -0.96342, -10.76, -0.01076, 52920.3, 52.9203
4512, -963.22, -0.96322, -10.36, -0.01036, 53207.6, 53.2076
4513, -962.9, -0.9629, -10.76, -0.01076, 53705, 53.705
4514, -962.86, -0.96286, -11.44, -0.01144, 52309.7, 52.3097
4515, -963.06, -0.96306, -7.58, -0.00758, 51924.9, 51.9249
4516, -963.02, -0.96302, -5.76, -0.00576, 52194, 52.194
4517, -962.9, -0.9629, -6.34, -0.00634, 51479.3, 51.4793
4518, -963.02, -0.96302, -8.3, -0.0083, 50950.3, 50.9503
4519, -962.86, -0.96286, -8.58, -0.00858, 51558.7, 51.5587
4520, -963.34, -0.96334, -9.82, -0.00982, 51539.6, 51.5396
4521, -962.86, -0.96286, -9.7, -0.0097, 51088.4, 51.0884
4522, -963.06, -0.96306, -10.54, -0.01054, 51582.1, 51.5821
4523, -963.38, -0.96338, -9.72, -0.00972, 51688.4, 51.6884
4524, -963.38, -0.96338, -10.94, -0.01094, 51968.9, 51.9689
4525, -963.34, -0.96334, -8.8, -0.0088, 51619.6, 51.6196
4526, -963.38, -0.96338, -7.84, -0.00784, 51327.4, 51.3274
4527, -963.34, -0.96334, -7, -0.007, 50820.2, 50.8202
4528, -963.38, -0.96338, -7.82, -0.00782, 49946.4, 49.9464
4529, -963.14, -0.96314, -7.74, -0.00774, 49765, 49.765
4530, -963.02, -0.96302, -8.62, -0.00862, 49610.3, 49.6103
4531, -962.94, -0.96294, -8.44, -0.00844, 50275.4, 50.2754
4532, -963.34, -0.96334, -5.24, -0.00524, 50128.2, 50.1282
4533, -963.54, -0.96354, -6.26, -0.00626, 49747.4, 49.7474
4534, -963.3, -0.9633, -7.2, -0.0072, 49939.1, 49.9391
4535, -963.66, -0.96366, -8.48, -0.00848, 49299.6, 49.2996
4536, -963.66, -0.96366, -10.7, -0.0107, 49211.2, 49.2112
4537, -963.82, -0.96382, -10.22, -0.01022, 48192.8, 48.1928
4538, -963.58, -0.96358, -9.96, -0.00996, 48426.8, 48.4268
4539, -963.58, -0.96358, -10.04, -0.01004, 48537.9, 48.5379
4540, -963.14, -0.96314, -10.86, -0.01086, 48707.8, 48.7078
4541, -963.14, -0.96314, -11.42, -0.01142, 48726, 48.726
4542, -963.26, -0.96326, -13.4, -0.0134, 49617.3, 49.6173
4543, -962.98, -0.96298, -13.7, -0.0137, 50151.8, 50.1518
4544, -962.9, -0.9629, -13.94, -0.01394, 50177.3, 50.1773
4545, -962.98, -0.96298, -14.08, -0.01408, 50973.9, 50.9739
4546, -963.3, -0.9633, -13.6, -0.0136, 50671.4, 50.6714
4547, -963.46, -0.96346, -12.64, -0.01264, 50837.8, 50.8378
4548, -963.18, -0.96318, -13.78, -0.01378, 51080.3, 51.0803
4549, -963.18, -0.96318, -14.22, -0.01422, 50368, 50.368
4550, -963.42, -0.96342, -15.56, -0.01556, 50547.1, 50.5471
4551, -963.5, -0.9635, -16.8, -0.0168, 49797.9, 49.7979
4552, -963.5, -0.9635, -17.34, -0.01734, 50243.7, 50.2437
4553, -963.34, -0.96334, -19.24, -0.01924, 50498.2, 50.4982
4554, -963.7, -0.9637, -20.42, -0.02042, 50664.8, 50.6648
4555, -963.78, -0.96378, -22.1, -0.0221, 50838.7, 50.8387
4556, -963.74, -0.96374, -22.7, -0.0227, 51293.6, 51.2936
4557, -963.62, -0.96362, -22.62, -0.02262, 51642.4, 51.6424
4558, -963.3, -0.9633, -22.32, -0.02232, 51789.9, 51.7899
4559, -963.5, -0.9635, -20.32, -0.02032, 51378.7, 51.3787
4560, -963.62, -0.96362, -21.48, -0.02148, 50147, 50.147
4561, -963.98, -0.96398, -22.36, -0.02236, 50952.7, 50.9527
4562, -964.3, -0.9643, -23.48, -0.02348, 50809.8, 50.8098
4563, -964.26, -0.96426, -23.9, -0.0239, 50761.5, 50.7615
4564, -964.18, -0.96418, -22.78, -0.02278, 50694.5, 50.6945
4565, -963.9, -0.9639, -23, -0.023, 50550.3, 50.5503
4566, -963.54, -0.96354, -24.12, -0.02412, 50372.2, 50.3722
4567, -963.3, -0.9633, -23.3, -0.0233, 50854.4, 50.8544
4568, -963.22, -0.96322, -23.3, -0.0233, 51052.9, 51.0529
4569, -963.58, -0.96358, -23.92, -0.02392, 52254.4, 52.2544
4570, -964.1, -0.9641, -24.78, -0.02478, 52374.2, 52.3742
4571, -964.1, -0.9641, -24.22, -0.02422, 52426.1, 52.4261
4572, -964.5, -0.9645, -24.3, -0.0243, 52013.2, 52.0132
4573, -963.94, -0.96394, -24.6, -0.0246, 52214, 52.214
4574, -963.66, -0.96366, -23.18, -0.02318, 51217.4, 51.2174
4575, -963.62, -0.96362, -23.16, -0.02316, 50822, 50.822
4576, -963.42, -0.96342, -22.58, -0.02258, 50790.3, 50.7903
4577, -963.9, -0.9639, -21.62, -0.02162, 51441.1, 51.4411
4578, -963.74, -0.96374, -21.86, -0.02186, 51598.8, 51.5988
4579, -964.06, -0.96406, -23.42, -0.02342, 51411.9, 51.4119
4580, -963.94, -0.96394, -21.98, -0.02198, 50767.4, 50.7674
4581, -964.1, -0.9641, -19.6, -0.0196, 51488.7, 51.4887
4582, -964.38, -0.96438, -19.86, -0.01986, 51445.7, 51.4457
4583, -964.58, -0.96458, -21.48, -0.02148, 52681.6, 52.6816
4584, -964.42, -0.96442, -21.9, -0.0219, 51861.7, 51.8617
4585, -964.3, -0.9643, -22.66, -0.02266, 51674.3, 51.6743
4586, -964.5, -0.9645, -21.48, -0.02148, 51376.3, 51.3763
4587, -964.62, -0.96462, -23.48, -0.02348, 51203.3, 51.2033
4588, -964.74, -0.96474, -23.28, -0.02328, 51749.2, 51.7492
4589, -964.62, -0.96462, -23.42, -0.02342, 52267.6, 52.2676
4590, -964.58, -0.96458, -22.1, -0.0221, 52388.2, 52.3882
4591, -964.34, -0.96434, -22.44, -0.02244, 52717.6, 52.7176
4592, -964.38, -0.96438, -23.7, -0.0237, 52920.2, 52.9202
4593, -964.02, -0.96402, -23.24, -0.02324, 53820.5, 53.8205
4594, -963.94, -0.96394, -23.08, -0.02308, 53998.5, 53.9985
4595, -964.14, -0.96414, -21.24, -0.02124, 53841.8, 53.8418
4596, -964.18, -0.96418, -21.42, -0.02142, 54145.8, 54.1458
4597, -963.7, -0.9637, -19.36, -0.01936, 54449.4, 54.4494
4598, -963.5, -0.9635, -18.04, -0.01804, 54352.3, 54.3523
4599, -963.78, -0.96378, -17.68, -0.01768, 54692.6, 54.6926
4600, -963.58, -0.96358, -16.22, -0.01622, 54613.1, 54.6131
4601, -964.02, -0.96402, -15.96, -0.01596, 54799.8, 54.7998
4602, -963.78, -0.96378, -14.78, -0.01478, 54840.1, 54.8401
4603, -963.26, -0.96326, -14.76, -0.01476, 55115.4, 55.1154
4604, -963.74, -0.96374, -16.82, -0.01682, 55326.2, 55.3262
4605, -963.66, -0.96366, -17.22, -0.01722, 54863.6, 54.8636
4606, -963.66, -0.96366, -15.92, -0.01592, 54818.2, 54.8182
4607, -964.02, -0.96402, -18.12, -0.01812, 54795.4, 54.7954
4608, -963.94, -0.96394, -18.26, -0.01826, 54284.8, 54.2848
4609, -963.98, -0.96398, -18.68, -0.01868, 54510.3, 54.5103
4610, -963.3, -0.9633, -19.92, -0.01992, 53859.7, 53.8597
4611, -963.42, -0.96342, -19.42, -0.01942, 54352.4, 54.3524
4612, -962.78, -0.96278, -19.76, -0.01976, 55560.7, 55.5607
4613, -962.86, -0.96286, -19.52, -0.01952, 54947.9, 54.9479
4614, -962.9, -0.9629, -19.84, -0.01984, 55910.5, 55.9105
4615, -963.3, -0.9633, -20.34, -0.02034, 54653.1, 54.6531
4616, -963.06, -0.96306, -19.9, -0.0199, 54042.5, 54.0425
4617, -962.86, -0.96286, -18.34, -0.01834, 52420.8, 52.4208
4618, -963.1, -0.9631, -19.52, -0.01952, 52557.9, 52.5579
4619, -963.1, -0.9631, -17.1, -0.0171, 53162, 53.162
4620, -963.1, -0.9631, -16.9, -0.0169, 52588, 52.588
4621, -963.22, -0.96322, -16.16, -0.01616, 52146.2, 52.1462
4622, -963.18, -0.96318, -16.6, -0.0166, 51916.2, 51.9162
4623, -962.78, -0.96278, -17.08, -0.01708, 51847.7, 51.8477
4624, -963.1, -0.9631, -15.7, -0.0157, 52106.5, 52.1065
4625, -963.22, -0.96322, -15.94, -0.01594, 52523.4, 52.5234
4626, -963.02, -0.96302, -15.82, -0.01582, 52271.4, 52.2714
4627, -963.02, -0.96302, -13.8, -0.0138, 51680.7, 51.6807
4628, -962.98, -0.96298, -13.34, -0.01334, 50965.4, 50.9654
4629, -962.9, -0.9629, -14.22, -0.01422, 50445.5, 50.4455
4630, -963.1, -0.9631, -14.54, -0.01454, 51077.5, 51.0775
4631, -963.14, -0.96314, -14.86, -0.01486, 51739.9, 51.7399
4632, -963.42, -0.96342, -16.16, -0.01616, 50995.1, 50.9951
4633, -963.34, -0.96334, -15.14, -0.01514, 50603.5, 50.6035
4634, -963.54, -0.96354, -15.44, -0.01544, 50464.5, 50.4645
4635, -963.58, -0.96358, -15.94, -0.01594, 50768.3, 50.7683
4636, -963.9, -0.9639, -13.3, -0.0133, 50883.2, 50.8832
4637, -963.66, -0.96366, -13.3, -0.0133, 51054.1, 51.0541
4638, -963.18, -0.96318, -11.6, -0.0116, 50797, 50.797
4639, -962.82, -0.96282, -12.14, -0.01214, 51324.3, 51.3243
4640, -962.82, -0.96282, -13.2, -0.0132, 51172.5, 51.1725
4641, -962.34, -0.96234, -11.16, -0.01116, 50655.8, 50.6558
4642, -962.58, -0.96258, -10.7, -0.0107, 50358.2, 50.3582
4643, -962.22, -0.96222, -12.06, -0.01206, 50476, 50.476
4644, -961.98, -0.96198, -13.3, -0.0133, 49620.6, 49.6206
4645, -962.02, -0.96202, -11.14, -0.01114, 50193.3, 50.1933
4646, -962.1, -0.9621, -10.22, -0.01022, 50687, 50.687
4647, -962.42, -0.96242, -11.68, -0.01168, 51386.2, 51.3862
4648, -962.26, -0.96226, -14.66, -0.01466, 50789.9, 50.7899
4649, -962.58, -0.96258, -13.42, -0.01342, 50573.3, 50.5733
4650, -962.5, -0.9625, -14.12, -0.01412, 49937, 49.937
4651, -962.62, -0.96262, -13.28, -0.01328, 49845.4, 49.8454
4652, -963.22, -0.96322, -11.04, -0.01104, 49336.1, 49.3361
4653, -963.02, -0.96302, -11.34, -0.01134, 49818, 49.818
4654, -962.9, -0.9629, -11.82, -0.01182, 49901.3, 49.9013
4655, -963.06, -0.96306, -11.32, -0.01132, 49921.7, 49.9217
4656, -963.46, -0.96346, -11.32, -0.01132, 50585.6, 50.5856
4657, -963.14, -0.96314, -11.64, -0.01164, 49944.9, 49.9449
4658, -962.94, -0.96294, -12.66, -0.01266, 49426.4, 49.4264
4659, -962.9, -0.9629, -11.32, -0.01132, 49617.3, 49.6173
4660, -963.3, -0.9633, -12.58, -0.01258, 49281.8, 49.2818
4661, -963.26, -0.96326, -11.64, -0.01164, 48729.8, 48.7298
4662, -963.1, -0.9631, -9.84, -0.00984, 49264.3, 49.2643
4663, -963.22, -0.96322, -10.18, -0.01018, 49255.7, 49.2557
4664, -963.18, -0.96318, -10.92, -0.01092, 49400.9, 49.4009
4665, -963.38, -0.96338, -11.02, -0.01102, 49986.8, 49.9868
4666, -963.22, -0.96322, -11.8, -0.0118, 50121.2, 50.1212
4667, -963.3, -0.9633, -10.04, -0.01004, 50305.7, 50.3057
4668, -963.78, -0.96378, -10.86, -0.01086, 50018, 50.018
4669, -963.54, -0.96354, -9.82, -0.00982, 49043.1, 49.0431
4670, -963.42, -0.96342, -7.88, -0.00788, 48494.6, 48.4946
4671, -963.02, -0.96302, -8.2, -0.0082, 48302.7, 48.3027
4672, -963.38, -0.96338, -8.4, -0.0084, 49396.8, 49.3968
4673, -963.54, -0.96354, -7.94, -0.00794, 49812.1, 49.8121
4674, -963.46, -0.96346, -9.4, -0.0094, 49929.4, 49.9294
4675, -963.54, -0.96354, -10.08, -0.01008, 49217.5, 49.2175
4676, -963.46, -0.96346, -9.76, -0.00976, 47743.4, 47.7434
4677, -963.3, -0.9633, -9.68, -0.00968, 47719.9, 47.7199
4678, -963.26, -0.96326, -9.6, -0.0096, 47787.3, 47.7873
4679, -963.34, -0.96334, -10.48, -0.01048, 48409.3, 48.4093
4680, -963.46, -0.96346, -8.5, -0.0085, 47674.8, 47.6748
4681, -963.62, -0.96362, -8.8, -0.0088, 47405.4, 47.4054
4682, -963.7, -0.9637, -9.9, -0.0099, 48593.7, 48.5937
4683, -963.82, -0.96382, -9.82, -0.00982, 48252.8, 48.2528
4684, -964.14, -0.96414, -10, -0.01, 48888.6, 48.8886
4685, -963.9, -0.9639, -6.32, -0.00632, 49423.7, 49.4237
4686, -964.18, -0.96418, -5.12, -0.00512, 49421.3, 49.4213
4687, -964.06, -0.96406, -4.78, -0.00478, 49449.2, 49.4492
4688, -963.62, -0.96362, -3.6, -0.0036, 49153.8, 49.1538
4689, -963.58, -0.96358, -4.22, -0.00422, 48919.5, 48.9195
4690, -963.66, -0.96366, -2.34, -0.00234, 49326.9, 49.3269
4691, -963.82, -0.96382, -4.06, -0.00406, 50059.6, 50.0596
4692, -963.82, -0.96382, -6.58, -0.00658, 49934.4, 49.9344
4693, -963.98, -0.96398, -6.54, -0.00654, 49607.5, 49.6075
4694, -963.54, -0.96354, -5.26, -0.00526, 50196.9, 50.1969
4695, -963.78, -0.96378, -5.2, -0.0052, 49727.2, 49.7272
4696, -963.78, -0.96378, -3.38, -0.00338, 49540.4, 49.5404
4697, -963.78, -0.96378, -3.2, -0.0032, 50040.2, 50.0402
4698, -963.7, -0.9637, -3.6, -0.0036, 50325.9, 50.3259
4699, -963.74, -0.96374, -0.82, -0.00082, 50881.2, 50.8812
4700, -963.66, -0.96366, -2.26, -0.00226, 51102.1, 51.1021
4701, -963.38, -0.96338, -0.1, -0.0001, 50167.2, 50.1672
4702, -963.58, -0.96358, 0.22, 0.00022, 49946.2, 49.9462
4703, -963.34, -0.96334, 0.44, 0.00044, 50048.8, 50.0488
4704, -963.1, -0.9631, 1.14, 0.00114, 49778, 49.778
4705, -963.26, -0.96326, 2.98, 0.00298, 50311.1, 50.3111
4706, -963.38, -0.96338, 5.12, 0.00512, 49966.2, 49.9662
4707, -963.1, -0.9631, 4.76, 0.00476, 50216.5, 50.2165
4708, -963.26, -0.96326, 3.72, 0.00372, 49375, 49.375
4709, -962.82, -0.96282, 4.26, 0.00426, 49185.1, 49.1851
4710, -962.7, -0.9627, 5.88, 0.00588, 48678.1, 48.6781
4711, -962.54, -0.96254, 4.72, 0.00472, 48678.7, 48.6787
4712, -962.5, -0.9625, 4.28, 0.00428, 49534.5, 49.5345
4713, -963.22, -0.96322, 5.68, 0.00568, 49506.1, 49.5061
4714, -962.86, -0.96286, 4.94, 0.00494, 49155.6, 49.1556
4715, -962.58, -0.96258, 3.76, 0.00376, 48746, 48.746
4716, -963.1, -0.9631, 2.66, 0.00266, 49277.8, 49.2778
4717, -963.02, -0.96302, 3.54, 0.00354, 49122.2, 49.1222
4718, -962.66, -0.96266, 3.2, 0.0032, 49676.6, 49.6766
4719, -962.54, -0.96254, 2.4, 0.0024, 49700.3, 49.7003
4720, -962.94, -0.96294, 2.7, 0.0027, 49239.4, 49.2394
4721, -962.94, -0.96294, 0.4, 0.0004, 49102, 49.102
4722, -962.86, -0.96286, 1.04, 0.00104, 48739.5, 48.7395
4723, -963.14, -0.96314, 2.56, 0.00256, 48447.6, 48.4476
4724, -963.34, -0.96334, 2.44, 0.00244, 48067.7, 48.0677
4725, -963.74, -0.96374, 3.96, 0.00396, 48011.8, 48.0118
4726, -963.42, -0.96342, 2.22, 0.00222, 48867.6, 48.8676
4727, -963.58, -0.96358, 3.56, 0.00356, 49188.2, 49.1882
4728, -963.1, -0.9631, 4.18, 0.00418, 48419.7, 48.4197
4729, -963.46, -0.96346, 3.48, 0.00348, 49159.4, 49.1594
4730, -963.62, -0.96362, 5.78, 0.00578, 48855.5, 48.8555
4731, -963.5, -0.9635, 4.04, 0.00404, 48615.7, 48.6157
4732, -963.38, -0.96338, 5.18, 0.00518, 48686.9, 48.6869
4733, -963.42, -0.96342, 5, 0.005, 47710.8, 47.7108
4734, -963.14, -0.96314, 3.64, 0.00364, 48055.6, 48.0556
4735, -963.38, -0.96338, 4.76, 0.00476, 48046.5, 48.0465
4736, -963.58, -0.96358, 6.86, 0.00686, 48045.9, 48.0459
4737, -963.78, -0.96378, 4.92, 0.00492, 47681.1, 47.6811
4738, -964.18, -0.96418, 6.76, 0.00676, 47368.3, 47.3683
4739, -963.94, -0.96394, 4.62, 0.00462, 47605.9, 47.6059
4740, -963.5, -0.9635, 4.12, 0.00412, 47126.7, 47.1267
4741, -963.54, -0.96354, 5.92, 0.00592, 47883.4, 47.8834
4742, -963.26, -0.96326, 5.7, 0.0057, 48617.5, 48.6175
4743, -963.14, -0.96314, 6.78, 0.00678, 49656.3, 49.6563
4744, -963.38, -0.96338, 9.04, 0.00904, 49378.5, 49.3785
4745, -963.34, -0.96334, 9.82, 0.00982, 50558.2, 50.5582
4746, -963.82, -0.96382, 10.48, 0.01048, 50081.4, 50.0814
4747, -963.98, -0.96398, 11.24, 0.01124, 50791.7, 50.7917
4748, -963.66, -0.96366, 8.92, 0.00892, 50304, 50.304
4749, -963.38, -0.96338, 10.36, 0.01036, 51044.2, 51.0442
4750, -962.98, -0.96298, 10.4, 0.0104, 52084.3, 52.0843
4751, -962.86, -0.96286, 10.98, 0.01098, 52248.7, 52.2487
4752, -962.78, -0.96278, 11.56, 0.01156, 52524.7, 52.5247
4753, -963.02, -0.96302, 14.08, 0.01408, 52363.8, 52.3638
4754, -963.06, -0.96306, 13.62, 0.01362, 52068.7, 52.0687
4755, -963.22, -0.96322, 13.58, 0.01358, 52185.2, 52.1852
4756, -962.9, -0.9629, 13.08, 0.01308, 52011.3, 52.0113
4757, -962.46, -0.96246, 13.04, 0.01304, 51770.5, 51.7705
4758, -962.26, -0.96226, 13.32, 0.01332, 51856.2, 51.8562
4759, -962.98, -0.96298, 13.28, 0.01328, 52062.2, 52.0622
4760, -962.86, -0.96286, 12.86, 0.01286, 52384.4, 52.3844
4761, -962.94, -0.96294, 13.9, 0.0139, 51959.9, 51.9599
4762, -962.98, -0.96298, 13.08, 0.01308, 53085, 53.085
4763, -963.06, -0.96306, 11.7, 0.0117, 53373.2, 53.3732
4764, -963.1, -0.9631, 12.2, 0.0122, 52692.1, 52.6921
4765, -963.34, -0.96334, 14.32, 0.01432, 53221.3, 53.2213
4766, -963.06, -0.96306, 14, 0.014, 52867.3, 52.8673
4767, -963.46, -0.96346, 14.56, 0.01456, 52667.3, 52.6673
4768, -963.62, -0.96362, 16.04, 0.01604, 52239.8, 52.2398
4769, -963.74, -0.96374, 17.48, 0.01748, 52490.6, 52.4906
4770, -963.5, -0.9635, 16.64, 0.01664, 52428.3, 52.4283
4771, -963.26, -0.96326, 16.86, 0.01686, 52786.8, 52.7868
4772, -963.38, -0.96338, 16.76, 0.01676, 53292.4, 53.2924
4773, -963.38, -0.96338, 16.36, 0.01636, 53230.3, 53.2303
4774, -963.14, -0.96314, 17.36, 0.01736, 54467.2, 54.4672
4775, -962.98, -0.96298, 17.84, 0.01784, 54292, 54.292
4776, -962.94, -0.96294, 18.44, 0.01844, 54636, 54.636
4777, -962.5, -0.9625, 18, 0.018, 55055.8, 55.0558
4778, -962.7, -0.9627, 17.52, 0.01752, 54942.5, 54.9425
